32
# x y z
-20	0	0
-18.709677419355	0	0
-17.41935483871	0	0
-16.129032258065	0	0
-14.838709677419	0	0
-13.548387096774	0	0
-12.258064516129	0	0
-10.967741935484	0	0
-9.6774193548387	0	0
-8.3870967741935	0	0
-7.0967741935484	0	0
-5.8064516129032	0	0
-4.5161290322581	0	0
-3.2258064516129	0	0
-1.9354838709677	0	0
-0.64516129032258	0	0
0.64516129032258	0	0
1.9354838709677	0	0
3.2258064516129	0	0
4.5161290322581	0	0
5.8064516129032	0	0
7.0967741935484	0	0
8.3870967741935	0	0
9.6774193548387	0	0
10.967741935484	0	0
12.258064516129	0	0
13.548387096774	0	0
14.838709677419	0	0
16.129032258065	0	0
17.41935483871	0	0
18.709677419355	0	0
20	0	0
225
# a b m n err i ip iperr k r rhoa u valid 
1	4	2	3	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	8.10733588023171e+00	0.00000000000000e+00	1.00336999715090e+02	0.00000000000000e+00	1
2	5	3	4	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	8.10733588023173e+00	0.00000000000000e+00	1.00367108872510e+02	0.00000000000000e+00	1
3	6	4	5	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	8.10733588023173e+00	0.00000000000000e+00	1.00342710392800e+02	0.00000000000000e+00	1
4	7	5	6	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	8.10733588023172e+00	0.00000000000000e+00	1.00349965368010e+02	0.00000000000000e+00	1
5	8	6	7	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	8.10733588023172e+00	0.00000000000000e+00	1.00307306064836e+02	0.00000000000000e+00	1
6	9	7	8	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	8.10733588023174e+00	0.00000000000000e+00	1.00320396766860e+02	0.00000000000000e+00	1
7	10	8	9	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	8.10733588023172e+00	0.00000000000000e+00	1.00263796604141e+02	0.00000000000000e+00	1
8	11	9	10	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	8.10733588023172e+00	0.00000000000000e+00	1.00239195215643e+02	0.00000000000000e+00	1
9	12	10	11	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	8.10733588023174e+00	0.00000000000000e+00	1.00194528676787e+02	0.00000000000000e+00	1
10	13	11	12	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	8.10733588023172e+00	0.00000000000000e+00	1.00085490346655e+02	0.00000000000000e+00	1
11	14	12	13	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	8.10733588023172e+00	0.00000000000000e+00	1.00015799456284e+02	0.00000000000000e+00	1
12	15	13	14	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	8.10733588023173e+00	0.00000000000000e+00	9.97677137735628e+01	0.00000000000000e+00	1
13	16	14	15	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	8.10733588023173e+00	0.00000000000000e+00	9.91657330394910e+01	0.00000000000000e+00	1
